Ticker,Total_BUY,Total_SELL,Total_SHORT,Successful_BUY,Successful_SELL,Successful_SHORT,Active_Strikes
IRM,33,24,9,19,9,4,"         Date  Price Signal  Year Strike  StrikeCount
2  2024-07-25  96.90   SELL  2024      X            2
3  2024-07-22  98.70    BUY  2024      X            1
4  2024-07-18  98.43   SELL  2024      X            1
7  2024-05-21  82.45    BUY  2024      X            2
8  2024-05-17  81.79   SELL  2024      X            6
9  2024-05-15  81.85    BUY  2024      X            1
10 2024-05-13  79.35   SELL  2024      X            5
12 2024-05-02  77.22   SELL  2024      X            4
15 2024-04-03  79.21    BUY  2024      X            2
16 2024-03-25  79.16  SHORT  2024      X            3
17 2024-03-18  79.21    BUY  2024      X            1
18 2024-03-05  78.57   SELL  2024      X            3
20 2024-02-13  67.22   SELL  2024      X            2
21 2024-02-02  68.91    BUY  2024      X            3
22 2024-01-31  67.52   SELL  2024      X            1
23 2024-01-23  67.72    BUY  2024      X            2
24 2024-01-11  66.57  SHORT  2024      X            2
25 2024-01-08  67.43    BUY  2024      X            1
28 2023-12-07  65.59   SELL  2023      X            2
30 2023-11-07  59.32   SELL  2023      X            1
32 2023-10-27  58.28  SHORT  2023      X            1
33 2023-10-24  59.65    BUY  2023      X            2
35 2023-10-17  61.41    BUY  2023      X            1
36 2023-10-13  60.30   SELL  2023      X            1
41 2023-08-01  61.63    BUY  2023      X            1
47 2023-04-28  55.24    BUY  2023      X            1
48 2023-04-26  53.86   SELL  2023      X            1
52 2023-01-19  51.60  SHORT  2023      X            2
56 2022-11-09  49.17   SELL  2022      X            1
58 2022-10-06  46.71  SHORT  2022      X            1
61 2022-09-19  55.50    BUY  2022      X            1
62 2022-09-15  54.22   SELL  2022      X            1
65 2022-08-25  55.07    BUY  2022      X            1"
JKHY,39,22,17,24,12,14,"         Date   Price Signal  Year Strike  StrikeCount
5  2024-05-16  168.40    BUY  2024      X            1
9  2024-04-19  165.60    BUY  2024      X            1
13 2024-03-19  171.05    BUY  2024      X            2
15 2024-02-22  173.64    BUY  2024      X            1
16 2024-02-13  173.04   SELL  2024      X            2
18 2024-02-02  165.64   SELL  2024      X            1
19 2024-01-26  169.57    BUY  2024      X            1
20 2024-01-16  166.36  SHORT  2024      X            1
24 2023-11-17  152.85   SELL  2023      X            1
27 2023-10-16  147.10    BUY  2023      X            1
36 2023-07-06  163.61   SELL  2023      X            1
42 2023-04-26  154.77   SELL  2023      X            2
43 2023-04-21  157.18    BUY  2023      X            1
44 2023-04-19  153.99   SELL  2023      X            1
46 2023-03-30  148.02  SHORT  2023      X            1
47 2023-03-27  148.96    BUY  2023      X            1
53 2023-02-10  168.11    BUY  2023      X            4
55 2023-01-23  179.45    BUY  2023      X            3
56 2023-01-19  176.84   SELL  2023      X            1
57 2023-01-06  178.30    BUY  2023      X            2
59 2022-12-01  190.38    BUY  2022      X            1
60 2022-11-28  188.80   SELL  2022      X            1
64 2022-10-20  186.49   SELL  2022      X            1
68 2022-09-30  182.50  SHORT  2022      X            1
69 2022-09-28  184.75    BUY  2022      X            2
71 2022-09-19  193.29    BUY  2022      X            1
75 2022-08-15  209.56    BUY  2022      X            1"
J,37,22,15,26,7,7,"         Date   Price Signal  Year Strike  StrikeCount
3  2024-06-18  141.00    BUY  2024      X            1
4  2024-06-13  139.19   SELL  2024      X            8
6  2024-05-28  137.51   SELL  2024      X            7
7  2024-05-21  138.62    BUY  2024      X            3
9  2024-04-23  144.63    BUY  2024      X            2
11 2024-03-27  151.95    BUY  2024      X            1
12 2024-03-22  150.49   SELL  2024      X            6
14 2024-02-13  143.86   SELL  2024      X            5
16 2024-01-31  137.16   SELL  2024      X            4
18 2024-01-16  132.07   SELL  2024      X            3
20 2024-01-02  128.58   SELL  2024      X            2
21 2023-12-19  128.70    BUY  2023      X            2
22 2023-12-18  126.76  SHORT  2023      X            5
23 2023-12-12  128.60    BUY  2023      X            1
24 2023-12-08  127.84  SHORT  2023      X            4
26 2023-11-24  124.08  SHORT  2023      X            3
27 2023-11-20  135.86    BUY  2023      X            1
28 2023-11-16  135.58   SELL  2023      X            1
30 2023-11-06  133.58  SHORT  2023      X            2
34 2023-09-21  131.75  SHORT  2023      X            1
37 2023-08-28  135.22    BUY  2023      X            1
40 2023-07-27  125.92   SELL  2023      X            3
42 2023-07-17  122.55   SELL  2023      X            2
44 2023-06-14  115.62   SELL  2023      X            1
46 2023-05-31  112.17  SHORT  2023      X            2
47 2023-05-18  116.11    BUY  2023      X            1
50 2023-04-21  114.75   SELL  2023      X            1
52 2023-04-05  112.61  SHORT  2023      X            1
53 2023-03-27  113.34    BUY  2023      X            1
60 2022-12-28  120.57  SHORT  2022      X            1
64 2022-11-28  121.88   SELL  2022      X            2
66 2022-11-01  114.81   SELL  2022      X            1
71 2022-09-19  119.85    BUY  2022      X            1"
JCI,36,19,16,21,13,8,"         Date  Price Signal  Year Strike  StrikeCount
4  2024-06-24  68.52    BUY  2024      X            1
7  2024-05-10  65.59   SELL  2024      X            3
10 2024-03-28  65.21    BUY  2024      X            1
11 2024-03-25  63.63   SELL  2024      X            2
13 2024-02-13  54.74   SELL  2024      X            1
23 2023-11-09  50.44  SHORT  2023      X            1
26 2023-10-17  52.81    BUY  2023      X            4
27 2023-10-13  52.17  SHORT  2023      X            1
28 2023-10-09  52.54    BUY  2023      X            3
30 2023-09-18  57.55    BUY  2023      X            2
31 2023-09-07  57.08  SHORT  2023      X            1
32 2023-08-29  58.89    BUY  2023      X            1
37 2023-05-12  62.08   SELL  2023      X            2
38 2023-05-08  63.09    BUY  2023      X            3
39 2023-05-03  59.37   SELL  2023      X            1
40 2023-04-28  59.52    BUY  2023      X            2
41 2023-04-26  57.48  SHORT  2023      X            3
42 2023-04-17  57.94    BUY  2023      X            1
45 2023-03-23  58.71  SHORT  2023      X            2
46 2023-03-21  59.67    BUY  2023      X            3
47 2023-03-17  58.16  SHORT  2023      X            1
48 2023-03-14  62.27    BUY  2023      X            2
50 2023-02-06  65.82    BUY  2023      X            1
55 2022-12-28  63.90  SHORT  2022      X            1
56 2022-12-21  64.07    BUY  2022      X            1
61 2022-11-02  57.51   SELL  2022      X            1
67 2022-08-30  54.61  SHORT  2022      X            1
68 2022-08-25  56.08    BUY  2022      X            1"
JNJ,36,21,14,22,11,11,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-31  158.15   SELL  2024      X            3
3  2024-07-23  152.91   SELL  2024      X            2
5  2024-07-15  149.24   SELL  2024      X            1
9  2024-06-05  147.12  SHORT  2024      X            1
21 2023-12-20  154.76   SELL  2023      X            1
22 2023-12-12  155.07    BUY  2023      X            1
30 2023-09-20  162.91    BUY  2023      X            1
34 2023-08-25  165.64    BUY  2023      X            2
36 2023-08-17  174.01    BUY  2023      X            1
37 2023-08-10  172.55   SELL  2023      X            2
39 2023-07-31  169.24   SELL  2023      X            1
41 2023-07-18  159.06  SHORT  2023      X            1
42 2023-07-14  159.59    BUY  2023      X            1
46 2023-04-28  163.70    BUY  2023      X            2
47 2023-04-26  162.62   SELL  2023      X            1
48 2023-04-20  163.05    BUY  2023      X            1
54 2023-02-08  163.61    BUY  2023      X            4
56 2023-01-03  178.01    BUY  2023      X            3
57 2022-12-28  176.66   SELL  2022      X            2
58 2022-12-21  176.72    BUY  2022      X            2
59 2022-12-16  176.55  SHORT  2022      X            1
60 2022-12-13  179.21    BUY  2022      X            1
61 2022-12-06  177.73   SELL  2022      X            1
66 2022-09-23  166.60    BUY  2022      X            1
67 2022-09-20  164.97   SELL  2022      X            1
70 2022-08-16  166.84    BUY  2022      X            1"
JPM,32,21,11,22,9,8,"         Date   Price Signal  Year Strike  StrikeCount
2  2024-07-19  209.78   SELL  2024      X            2
4  2024-06-26  197.43   SELL  2024      X            1
7  2024-05-24  200.61    BUY  2024      X            1
13 2024-03-27  197.12    BUY  2024      X            1
16 2024-03-07  188.44   SELL  2024      X            7
18 2024-02-26  183.36   SELL  2024      X            6
20 2024-02-13  174.26  SHORT  2024      X            1
22 2024-01-09  170.92   SELL  2024      X            5
24 2023-12-06  156.50   SELL  2023      X            4
27 2023-08-14  154.77    BUY  2023      X            2
29 2023-07-31  157.68    BUY  2023      X            1
30 2023-07-27  156.02   SELL  2023      X            3
32 2023-07-05  144.64   SELL  2023      X            2
33 2023-06-30  145.06    BUY  2023      X            1
34 2023-06-28  138.59   SELL  2023      X            1
39 2023-03-10  133.65    BUY  2023      X            1
49 2022-11-30  137.00    BUY  2022      X            1
50 2022-11-28  135.63   SELL  2022      X            2
52 2022-11-14  134.37   SELL  2022      X            1
55 2022-10-04  110.95    BUY  2022      X            2
57 2022-09-19  118.16    BUY  2022      X            1
58 2022-09-13  117.69   SELL  2022      X            1
60 2022-08-30  114.64  SHORT  2022      X            1
61 2022-08-25  118.06    BUY  2022      X            1"
JNPR,34,20,13,19,8,5,"         Date  Price Signal  Year Strike  StrikeCount
1  2024-07-24  36.97  SHORT  2024      X            3
3  2024-07-03  36.45   SELL  2024      X            3
5  2024-06-04  35.24   SELL  2024      X            2
7  2024-05-23  34.59   SELL  2024      X            1
8  2024-05-16  34.71    BUY  2024      X            2
10 2024-04-08  37.13    BUY  2024      X            1
11 2024-04-01  37.05  SHORT  2024      X            2
15 2024-02-16  36.92  SHORT  2024      X            1
16 2024-02-09  37.03    BUY  2024      X            1
19 2023-12-20  29.21   SELL  2023      X            3
21 2023-11-17  26.99   SELL  2023      X            2
22 2023-11-14  27.23    BUY  2023      X            1
23 2023-11-08  26.85   SELL  2023      X            1
26 2023-10-02  28.03    BUY  2023      X            2
27 2023-09-21  27.96  SHORT  2023      X            2
28 2023-09-19  28.48    BUY  2023      X            1
31 2023-08-24  27.89  SHORT  2023      X            1
34 2023-08-02  28.25    BUY  2023      X            1
39 2023-06-05  30.56   SELL  2023      X            1
41 2023-05-11  28.92  SHORT  2023      X            3
42 2023-05-09  28.95    BUY  2023      X            1
45 2023-03-10  30.89   SELL  2023      X            4
46 2023-03-06  31.01    BUY  2023      X            5
47 2023-02-24  30.94   SELL  2023      X            3
48 2023-02-17  31.56    BUY  2023      X            4
49 2023-02-03  31.13  SHORT  2023      X            2
50 2023-01-23  31.75    BUY  2023      X            3
51 2023-01-19  31.58   SELL  2023      X            2
52 2023-01-11  32.03    BUY  2023      X            2
53 2023-01-05  31.64   SELL  2023      X            1
54 2023-01-03  32.35    BUY  2023      X            1
55 2022-12-19  31.67  SHORT  2022      X            1
64 2022-08-25  29.31    BUY  2022      X            1
65 2022-08-22  29.22   SELL  2022      X            1"
KDP,39,21,17,16,11,9,"         Date  Price Signal  Year Strike  StrikeCount
1  2024-07-22  32.83  SHORT  2024      X            2
4  2024-06-24  34.52    BUY  2024      X            2
5  2024-06-20  34.32   SELL  2024      X            5
6  2024-06-17  34.35    BUY  2024      X            1
7  2024-06-11  33.99   SELL  2024      X            4
9  2024-05-28  33.71   SELL  2024      X            3
10 2024-05-24  34.18    BUY  2024      X            1
11 2024-05-20  33.68   SELL  2024      X            2
13 2024-04-04  30.82   SELL  2024      X            1
15 2024-03-15  28.88  SHORT  2024      X            1
16 2024-03-11  29.30    BUY  2024      X            3
18 2024-02-08  31.36    BUY  2024      X            2
20 2024-01-19  31.89    BUY  2024      X            1
23 2023-12-15  32.07  SHORT  2023      X            2
24 2023-12-04  32.23    BUY  2023      X            1
27 2023-11-06  30.97   SELL  2023      X            1
29 2023-10-23  28.36  SHORT  2023      X            1
30 2023-10-17  28.63    BUY  2023      X            4
32 2023-10-04  31.31    BUY  2023      X            3
34 2023-09-08  33.36    BUY  2023      X            2
36 2023-08-11  33.73    BUY  2023      X            1
39 2023-07-24  32.40   SELL  2023      X            1
43 2023-06-23  31.21   SELL  2023      X            1
44 2023-06-22  31.92    BUY  2023      X            3
45 2023-06-12  31.23  SHORT  2023      X            1
46 2023-06-02  31.38    BUY  2023      X            2
48 2023-05-12  32.57    BUY  2023      X            1
52 2023-03-15  34.76    BUY  2023      X            2
54 2023-02-23  35.90    BUY  2023      X            1
55 2023-02-21  35.55   SELL  2023      X            1
57 2023-02-03  35.15  SHORT  2023      X            2
58 2023-02-01  35.34    BUY  2023      X            4
59 2023-01-27  34.74  SHORT  2023      X            1
60 2023-01-24  34.82    BUY  2023      X            3
62 2023-01-06  36.23    BUY  2023      X            2
63 2023-01-05  35.29  SHORT  2023      X            1
64 2022-12-19  36.23    BUY  2022      X            1
71 2022-10-20  37.28   SELL  2022      X            1
74 2022-09-08  38.46    BUY  2022      X            2
76 2022-08-09  39.11    BUY  2022      X            1"
KVUE,19,7,11,9,4,8,"         Date  Price Signal  Year Strike  StrikeCount
1  2024-07-19  18.25  SHORT  2024      X            1
2  2024-07-05  18.31    BUY  2024      X            1
10 2024-04-18  19.45    BUY  2024      X            1
14 2024-02-12  19.55    BUY  2024      X            2
16 2024-01-29  20.92    BUY  2024      X            1
19 2024-01-03  21.32   SELL  2024      X            3
21 2023-12-05  20.41   SELL  2023      X            2
22 2023-12-01  20.52    BUY  2023      X            1
23 2023-11-29  20.08   SELL  2023      X            1
25 2023-11-10  19.15  SHORT  2023      X            1
30 2023-10-06  19.91    BUY  2023      X            4
31 2023-10-04  19.84  SHORT  2023      X            1
32 2023-10-02  20.32    BUY  2023      X            3
34 2023-08-22  23.32    BUY  2023      X            2
36 2023-08-02  23.74    BUY  2023      X            1"
KIM,35,18,17,18,7,13,"         Date  Price Signal  Year Strike  StrikeCount
2  2024-07-19  21.24   SELL  2024      X            5
4  2024-07-08  19.26   SELL  2024      X            4
6  2024-06-10  18.54  SHORT  2024      X            1
7  2024-06-03  19.44    BUY  2024      X            2
8  2024-05-20  18.91   SELL  2024      X            3
9  2024-05-09  19.04    BUY  2024      X            1
10 2024-05-01  18.50   SELL  2024      X            2
13 2024-03-28  19.55    BUY  2024      X            2
14 2024-03-25  19.09   SELL  2024      X            1
15 2024-03-20  19.44    BUY  2024      X            1
20 2023-12-07  20.13   SELL  2023      X            2
22 2023-11-07  18.30   SELL  2023      X            1
27 2023-09-28  17.55    BUY  2023      X            4
29 2023-08-30  18.90    BUY  2023      X            3
31 2023-08-09  20.28    BUY  2023      X            2
33 2023-07-13  20.45    BUY  2023      X            1
34 2023-07-10  19.70   SELL  2023      X            1
41 2023-05-05  18.56    BUY  2023      X            2
43 2023-04-17  18.93    BUY  2023      X            1
46 2023-03-23  17.46  SHORT  2023      X            1
47 2023-03-20  17.94    BUY  2023      X            2
49 2023-02-13  21.70    BUY  2023      X            1
52 2023-01-10  20.52  SHORT  2023      X            2
53 2022-12-30  21.09    BUY  2022      X            3
54 2022-12-19  21.07  SHORT  2022      X            1
55 2022-12-12  21.72    BUY  2022      X            2
57 2022-11-30  22.72    BUY  2022      X            1
58 2022-11-28  22.34   SELL  2022      X            2
60 2022-11-02  21.16   SELL  2022      X            1
65 2022-09-19  20.77    BUY  2022      X            2
67 2022-09-07  21.40    BUY  2022      X            1"
